,gold,characters,hypothesis,value
63633,bored boots,boredboots,boredboots,33.698020935058594
53176,dunkin donuts,dunkindonuts,dunkin donuts,33.761146545410156
70816,geeks on a plane,geeksonaplane,geeks on a plane,33.819156646728516
63839,war is fucked,warisfucked,war is fucked,33.822601318359375
69588,amc main,amcmain,amc main,33.86809539794922
44363,famous lovelies,famouslovelies,famous lovelies,33.869998931884766
67544,IDP Relief,IDPRelief,IDP Relief,33.8702278137207
18973,save chuck,savechuck,savechuck,33.88142395019531
49103,platform biased,platformbiased,platform biased,33.88560104370117
55771,Sav Earl,SavEarl,Sav Earl,33.903770446777344
68081,bike TO,bikeTO,bike TO,33.929691314697266
8510,NHL tweetup,NHLtweetup,NHL tweetup,33.94183349609375
48158,SB drinks,SBdrinks,SB drinks,33.976016998291016
74355,startup 2 startup,startup2startup,startup2startup,33.97736358642578
11664,LBF 09,LBF09,LBF09,33.98994445800781
5128,whuffie,whuffie,whuffie,34.00636291503906
20371,we are lasers,wearelasers,we are lasers,34.0157470703125
16968,hn date,hndate,hndate,34.021183013916016
13546,hamthrax,hamthrax,hamthrax,34.04421615600586
46105,t barcamp,tbarcamp,tbarcamp,34.07987594604492
12280,ipv6 summit,ipv6summit,ipv6summit,34.08929443359375
21120,pixel tamer,pixeltamer,pixel tamer,34.09463882446289
76390,jay leno,jayleno,jayleno,34.10859298706055
68505,metaverse u,metaverseu,metaverseu,34.22393798828125
41843,gr8 conf,gr8conf,gr8conf,34.2265625
10495,tweet dare,tweetdare,tweetdare,34.22785186767578
55266,LA ftw,LAftw,LA ftw,34.30693054199219
75488,wish 27,wish27,wish27,34.33512496948242
13954,aloha friday,alohafriday,aloha friday,34.38121032714844
70085,NO FAKERY,NOFAKERY,NO FAKERY,34.42079162597656
66016,stevie wonder,steviewonder,stevie wonder,34.42878341674805
46324,comic relief party,comicreliefparty,comic relief party,34.43424606323242
54998,meta meets,metameets,metameets,34.5423583984375
65087,screengrab 09,screengrab09,screengrab09,34.54924011230469
11233,Opposite Tuesday,OppositeTuesday,Opposite Tuesday,34.57007598876953
12647,jonas live,jonaslive,jonaslive,34.591712951660156
39809,i am so graceful,iamsograceful,i am so graceful,34.59276580810547
50007,save earl,saveearl,save earl,34.6114501953125
73314,atl tweet,atltweet,atltweet,34.63154602050781
65559,sccr18,sccr18,sccr18,34.63793182373047
11050,prosehos,prosehos,prosehos,34.6515998840332
11640,sv 2009,sv2009,sv2009,34.70158386230469
34134,owjen,owjen,owjen,34.72062683105469
26244,when i were a lad,wheniwerealad,when i were a lad,34.737667083740234
73651,the green teen,thegreenteen,the green teen,34.744773864746094
59416,traffic za,trafficza,trafficza,34.799354553222656
17293,TYGa man,TYGaman,TYGaman,34.804847717285156
45740,cf objective,cfobjective,cf objective,34.81129455566406
78503,open space code,openspacecode,open space code,34.82915496826172
75467,xbox e3,xboxe3,xbox e3,34.87657928466797
34520,damn heroin,damnheroin,damn heroin,34.882266998291016
23905,open hack london,openhacklondon,openhacklondon,34.91460418701172
56347,cow friday,cowfriday,cowfriday,34.91958999633789
69999,feast friday,feastfriday,feast friday,34.92526626586914
38341,football 3 s,football3s,football3s,34.9344482421875
46718,mayhem crew,mayhemcrew,mayhem crew,34.93749237060547
30158,twit hugs,twithugs,twithugs,34.94134521484375
37299,book mooch,bookmooch,bookmooch,34.983882904052734
10591,fiesta movement,fiestamovement,fiesta movement,35.019287109375
78030,mars is coming,marsiscoming,mars is coming,35.036434173583984
5404,sota 09,sota09,sota09,35.065101623535156
6113,ned fail,nedfail,nedfail,35.066871643066406
22636,shop to earn,shoptoearn,shop to earn,35.10226821899414
42142,charity tuesday,charitytuesday,charity tuesday,35.1064453125
68987,tv _ addict,tv_addict,tv_addict,35.11568069458008
72151,3 aaah,3aaah,3aaah,35.11846923828125
3256,maximo park,maximopark,maximopark,35.158966064453125
54326,EAS active,EASactive,EAS active,35.18357849121094
12476,kentucky derby,kentuckyderby,kentucky derby,35.19367599487305
35216,craving something sweet,cravingsomethingsweet,craving something sweet,35.209266662597656
2825,pain buddies,painbuddies,pain buddies,35.2270622253418
3505,camp courage,campcourage,camp courage,35.27024459838867
24050,wakeskate,wakeskate,wake skate,35.28131103515625
28171,twitter 4 vg,twitter4vg,twitter4vg,35.29957580566406
13648,flossy love,flossylove,flossylove,35.3040771484375
34733,People Browsr,PeopleBrowsr,PeopleBrowsr,35.44115447998047
74178,grammar nazi,grammarnazi,grammar nazi,35.46819305419922
21531,paw party,pawparty,paw party,35.48906326293945
68286,omg impatient,omgimpatient,omg impatient,35.50997543334961
22148,beacon Hotel,beaconHotel,beacon Hotel,35.54669189453125
63320,climber pickup,climberpickup,climber pickup,35.573516845703125
32444,sust now,sustnow,sustnow,35.575313568115234
13058,aware sg,awaresg,awaresg,35.60685729980469
22720,sig jeans,sigjeans,sig jeans,35.63215637207031
29022,trend fixing,trendfixing,trendfixing,35.6546516418457
35839,twumpet,twumpet,twumpet,35.66384506225586
34374,SMC Sea,SMCSea,SMCSea,35.67190933227539
38055,book blockade,bookblockade,book blockade,35.677433013916016
51917,unnecessary _ shit,unnecessary_shit,unnecessary_shit,35.69322967529297
54645,twiparty,twiparty,twiparty,35.733314514160156
51748,legend of the seeker,legendoftheseeker,legend of the seeker,35.75880432128906
44312,Twitarrr,Twitarrr,Twitarrr,35.7640380859375
53142,Coktup,Coktup,Coktup,35.77060317993164
72099,anti boyle,antiboyle,antiboyle,35.823158264160156
68934,ox teach,oxteach,oxteach,35.8388671875
73280,palm pre,palmpre,palmpre,35.84004211425781
12813,cartoon avie,cartoonavie,cartoon avie,35.9059944152832
5432,web raising,webraising,web raising,35.91169357299805
12353,lions 2009,lions2009,lions 2009,35.947235107421875
20267,star trek arg,startrekarg,startrekarg,36.01911163330078
42039,make histori,makehistori,makehistori,36.020416259765625
63987,coffe club,coffeclub,coffeclub,36.07292938232422
24539,twitter musical,twittermusical,twitter musical,36.07676696777344
26779,Bring Tara Back,BringTaraBack,Bring Tara Back,36.16781234741211
51562,save Earl,saveEarl,saveEarl,36.1970100402832
74984,moustache fail,moustachefail,moustache fail,36.243473052978516
18354,magical moms,magicalmoms,magical moms,36.24590301513672
10111,symp 09,symp09,symp09,36.324127197265625
15488,tff 2009,tff2009,tff2009,36.338722229003906
13181,sleepless in seattle,sleeplessinseattle,sleepless in seattle,36.34991455078125
7508,chick in train,chickintrain,chickintrain,36.3505859375
36025,fringe failure,fringefailure,fringe failure,36.35867691040039
5945,inline slalom,inlineslalom,inline slalom,36.37343215942383
38794,go jays go,gojaysgo,gojaysgo,36.411617279052734
66702,rr theatre,rrtheatre,rrtheatre,36.45349884033203
78273,bionic commando,bioniccommando,bionic commando,36.4708137512207
50828,amped 180,amped180,amped 180,36.504146575927734
65322,BEA 09,BEA09,BE A 09,36.50944137573242
2045,IVAA 09,IVAA09,IVAA09,36.596717834472656
63777,bad optus,badoptus,bad optus,36.646629333496094
18448,Hollywood Rcds,HollywoodRcds,Hollywood Rcds,36.66565704345703
21004,kosher FAIL,kosherFAIL,kosherFAIL,36.7060546875
19085,barista wannabe,baristawannabe,barista wannabe,36.72494125366211
49624,singh bca,singhbca,singhbca,36.75379943847656
20905,Hoppus day,Hoppusday,Hoppusday,36.7800407409668
17462,mp expenses,mpexpenses,mp expenses,36.81309127807617
8309,last masters,lastmasters,last masters,36.83087158203125
23038,30 SECONDS TO MARS,30SECONDSTOMARS,30 SECONDS TO MARS,36.871437072753906
75353,SSMTUP,SSMTUP,SSMTUP,36.88651657104492
36424,Ed Tweet up,EdTweetup,EdTweetup,36.89665985107422
78832,absolution rising,absolutionrising,absolution rising,36.98724365234375
9644,bersetzen,bersetzen,bersetzen,37.02436065673828
29126,rpattz,rpattz,rpattz,37.02729034423828
7986,big deal moms,bigdealmoms,bigdealmoms,37.172210693359375
65827,idm final,idmfinal,idm final,37.17692947387695
24111,euruko,euruko,euruko,37.23342514038086
17328,Euro Django Con,EuroDjangoCon,EuroDjangoCon,37.24039840698242
49581,jaljeera,jaljeera,jaljeera,37.288333892822266
49675,uollts,uollts,uollts,37.292320251464844
15269,paw pawty,pawpawty,pawpawty,37.343528747558594
51448,not at leaky,notatleaky,not at leaky,37.348148345947266
71961,shortcake fail,shortcakefail,shortcakefail,37.4511604309082
75982,leno leaves,lenoleaves,leno leaves,37.525360107421875
67238,camp jitterbug,campjitterbug,camp jitterbug,37.573516845703125
39002,LOFNOTC,LOFNOTC,LOF NOTC,37.58704376220703
59951,2 wk film,2wkfilm,2 wk film,37.59497833251953
29499,bne traffic,bnetraffic,bne traffic,37.62858581542969
59538,star girl in space,stargirlinspace,stargirlinspace,37.6827278137207
78733,30 seconds to mars,30secondstomars,30 seconds to mars,37.82448959350586
49256,bradie webb,bradiewebb,bradiewebb,37.82968521118164
56046,wish i was in LA,wishiwasinLA,wish i was in LA,37.850799560546875
59868,sytycd,sytycd,sytycd,37.86965560913086
49882,simeon hobbes,simeonhobbes,simeonhobbes,37.936614990234375
27448,vampire beatles,vampirebeatles,vampirebeatles,37.95829391479492
56660,deadliest catch,deadliestcatch,deadliest catch,38.09940719604492
29332,shibari con,shibaricon,shibaricon,38.107666015625
40157,lofnotc,lofnotc,lofnotc,38.14305114746094
53357,webinale,webinale,webinale,38.154754638671875
47072,golden opportunity missed,goldenopportunitymissed,golden opportunity missed,38.15948486328125
58980,ShuaBq,ShuaBq,ShuaBq,38.17453384399414
38168,delonge day,delongeday,delonge day,38.197757720947266
30328,jonas paranoid,jonasparanoid,jonas paranoid,38.21197509765625
77741,trying not to be a stalker,tryingnottobeastalker,trying not to be a stalker,38.232666015625
44031,gfy monday,gfymonday,gfymonday,38.456153869628906
45941,save food day,savefoodday,save food day,38.462547302246094
31264,SAPPHIRE 09,SAPPHIRE09,SAPPHIRE 09,38.481727600097656
18152,r2 picnic,r2picnic,r2picnic,38.706111907958984
14441,dddscot,dddscot,dddscot,38.73802947998047
67615,penile words,penilewords,penile words,38.813751220703125
8105,gadget show live,gadgetshowlive,gadget show live,38.84623718261719
7814,vconqr,vconqr,vconqr,38.84861755371094
6307,SATO 48,SATO48,SA TO 48,38.85643768310547
56899,3 stalker words,3stalkerwords,3 stalker words,38.885536193847656
32890,middle name thursday,middlenamethursday,middle name thursday,38.916015625
76190,terrible kitty mom,terriblekittymom,terrible kitty mom,38.97541046142578
27349,when i were a lass,wheniwerealass,when i were a lass,38.97785186767578
50234,v2 power cut,v2powercut,v2 power cut,39.00452423095703
55127,unfollow friday,unfollowfriday,unfollowfriday,39.00871658325195
71790,the office nbc,theofficenbc,the office nbc,39.090911865234375
27763,brambles fightback,bramblesfightback,brambles fightback,39.097408294677734
16793,poynter day,poynterday,poynter day,39.175987243652344
70348,hump the stump,humpthestump,hump the stump,39.23543930053711
71667,Cookout of the century,Cookoutofthecentury,Cookout of the century,39.241050720214844
42875,smx london,smxlondon,smx london,39.24275207519531
30965,ignite sydney,ignitesydney,ignite sydney,39.3074951171875
7626,robie creek,robiecreek,robie creek,39.403099060058594
50071,Fling out Friday,FlingoutFriday,Fling out Friday,39.45794677734375
39960,dogsitter fail,dogsitterfail,dog sitter fail,39.469482421875
56813,reject prop 8,rejectprop8,reject prop 8,39.47471618652344
60246,bTrendie,bTrendie,b Trendie,39.486412048339844
28270,teched 2009,teched2009,tech ed 2009,39.48959732055664
62282,im a deprived child,imadeprivedchild,im a deprived child,39.59772491455078
74555,full moon crazy,fullmooncrazy,full moon crazy,39.71735382080078
89,gay for peavy,gayforpeavy,gayforpeavy,39.777286529541016
57594,3 words after sex,3wordsaftersex,3 words after sex,39.78959655761719
51524,bupa 10k,bupa10k,bupa10k,39.917823791503906
40260,roz savage,rozsavage,rozsavage,39.94399642944336
44090,moan monday,moanmonday,moanmonday,39.957366943359375
23312,zach is sexy,zachissexy,zach is sexy,39.97010803222656
60872,tango thursdays,tangothursdays,tango thursdays,40.09278106689453
17173,hoppus day,hoppusday,hoppus day,40.11903381347656
59176,woozy wednesday,woozywednesday,woozywednesday,40.15871047973633
54412,fuck you fridays,fuckyoufridays,fuck you fridays,40.18766784667969
33264,lost fan fail,lostfanfail,lost fan fail,40.19831848144531
11540,Its Grim Up North,ItsGrimUpNorth,Its Grim Up North,40.22709274291992
19449,hburg news,hburgnews,h burgnews,40.26317596435547
1333,Automation At a Cost,AutomationAtaCost,Automation At a Cost,40.27484130859375
48362,mufty fail,muftyfail,mufty fail,40.33094024658203
65472,bea tweet up,beatweetup,beat weetup,40.36595153808594
31581,teched 09,teched09,tech ed09,40.425636291503906
66901,strategic Clock,strategicClock,strategicClock,40.434913635253906
19708,shoals biz,shoalsbiz,shoalsbiz,40.660526275634766
58887,miley brazil,mileybrazil,mileybrazil,40.66938781738281
55731,oew0509,oew0509,oew0509,40.780033111572266
43543,moan mondays,moanmondays,moan mondays,40.82797622680664
2959,idiotic twitter apps,idiotictwitterapps,idiotic twitter apps,40.833370208740234
28072,family force 5,familyforce5,family force 5,40.841819763183594
62098,i totally missed your face,itotallymissedyourface,i totally missed your face,40.87696075439453
3360,philly code camp,phillycodecamp,phillycodecamp,40.92048263549805
68757,frehley friday,frehleyfriday,frehleyfriday,41.12438201904297
35956,3 turnoff words,3turnoffwords,3 turn off words,41.13673400878906
65730,My PowerBook G4 RIP,MyPowerBookG4RIP,My PowerBook G4 RIP,41.26337432861328
977,titsup tuesday,titsuptuesday,tits up tuesday,41.396034240722656
34638,LOSNOTC,LOSNOTC,LO SNOTC,41.44459533691406
21817,pictures for sad children,picturesforsadchildren,pictures for sad children,41.44620132446289
27588,mikey way day,mikeywayday,mikeywayday,41.57084655761719
32039,sg tweet up,sgtweetup,sgtweetup,41.62977600097656
76063,boo bad losers,boobadlosers,boo bad losers,41.635467529296875
59981,jonas webcast,jonaswebcast,jonaswebcast,41.70466232299805
26309,crap soap lines,crapsoaplines,crap soap lines,42.02427673339844
22245,iihf hockey,iihfhockey,iihfhockey,42.127052307128906
30610,road twip,roadtwip,roadtwip,42.191429138183594
5684,here before oprah,herebeforeoprah,here before oprah,42.31134796142578
15207,kilau meet,kilaumeet,kilaumeet,42.34961700439453
23382,OMG SWINE FLU,OMGSWINEFLU,OMG SWINE FLU,42.351661682128906
30768,yarra trams,yarratrams,yarratrams,42.385986328125
59004,unfollow diddy,unfollowdiddy,unfollowdiddy,42.521514892578125
67380,SAP Inside track,SAPInsidetrack,SAP Inside track,42.531532287597656
36408,z0S09,z0S09,z0S09,42.54255294799805
16689,tour de blono,tourdeblono,tour de blono,42.57164764404297
72809,noc tweetup,noctweetup,noc tweetup,42.572837829589844
33833,twss thurs,twssthurs,twssthurs,42.67303466796875
64262,visial voicemail,visialvoicemail,visialvoicemail,42.86510467529297
6948,india votes 09,indiavotes09,indiavotes09,43.07515335083008
26927,TWO HANDS FLETCHER,TWOHANDSFLETCHER,TWO HANDS FLETCHER,43.19367218017578
14035,uxcb09,uxcb09,uxcb09,43.26180648803711
75113,zappn launch,zappnlaunch,zapp n launch,43.268001556396484
79026,bcleeds09,bcleeds09,bcleeds09,43.29060363769531
26049,looking at paint colours again,lookingatpaintcoloursagain,looking at paint colours again,43.48444366455078
66176,friday fire hazzard,fridayfirehazzard,friday fire hazzard,43.557533264160156
42398,psych unit entertainment,psychunitentertainment,psych unit entertainment,43.5792121887207
19510,bar camp bham,barcampbham,barcampbham,43.68116760253906
61679,is the recession over yet,istherecessionoveryet,is the recession over yet,43.721031188964844
39283,post hunt 09,posthunt09,posthunt09,43.93206787109375
64464,jonas new songs,jonasnewsongs,jonas new songs,44.29292678833008
68415,brand wkshop,brandwkshop,brand wkshop,44.808250427246094
74015,bea twitty party,beatwittyparty,beat witty party,44.84337615966797
77877,php vikinger,phpvikinger,phpvikinger,44.8817253112793
3590,bar camp orlando,barcamporlando,barcamporlando,45.03357696533203
73773,stupid work suxes,stupidworksuxes,stupid work suxes,45.33094787597656
36659,wossy book club,wossybookclub,wossybookclub,45.35160827636719
74847,foll will friday,follwillfriday,foll will friday,45.54510498046875
2268,fri night fever,frinightfever,fri nightfever,45.57958984375
69752,britains got talent,britainsgottalent,britains got talent,45.74190902709961
50510,shaun diviney,shaundiviney,shaun diviney,45.78557586669922
65953,whuffaoke,whuffaoke,whuffaoke,45.825218200683594
20754,Hsv Tweet up,HsvTweetup,Hsv Tweetup,46.108551025390625
16927,keys in mah car,keysinmahcar,keys in mah car,46.15024185180664
78161,tbilnewm edia,tbilnewmedia,tbil new media,46.29283142089844
31661,twitter iss toooooooooo pid,twitterisstoooooooooopid,twitter is stoooooooooopid,46.37324142456055
36811,no undies sunday,noundiessunday,no undies sunday,46.95917510986328
7401,Grand East Anglia Run,GrandEastAngliaRun,Grand East Anglia Run,46.981536865234375
28585,hot lesbian twitter lovin,hotlesbiantwitterlovin,hot lesbian twitter lovin,47.25945281982422
66426,jrz twitter lunch,jrztwitterlunch,jrz twitter lunch,48.349510192871094
57281,what coty is not doing,whatcotyisnotdoing,what coty is not doing,48.48020935058594
67722,misha needs chapstick,mishaneedschapstick,misha needs chapstick,48.710182189941406
75608,hot ass pact 2009,hotasspact2009,hot ass pact 2009,49.07780456542969
20094,iPhone For Alonis,iPhoneForAlonis,iPhoneForAlonis,49.743324279785156
72461,flax and fiber friday,flaxandfiberfriday,flax and fiber friday,50.48267364501953
9480,kwinana freeway,kwinanafreeway,kwinana freeway,50.577003479003906
70595,tweet b4 U eat,tweetb4Ueat,tweet b4 U eat,50.86341094970703
7075,bar camp bkk3,barcampbkk3,barcamp bkk3,51.22083282470703
69292,no bitch assness friday,nobitchassnessfriday,no bitch assness friday,51.74000549316406
29910,i hate rotoscoping 4eva,ihaterotoscoping4eva,i hate rotoscoping 4eva,52.08399963378906
63112,im deprived tonight and i dont like it,imdeprivedtonightandidontlikeit,im deprived tonight and i dont like it,52.8372802734375
73543,BEA twitty party,BEAtwittyparty,BE A twitty party,54.752830505371094
60794,i hearts you harder like whoa,iheartsyouharderlikewhoa,i hearts you harder like whoa,55.470279693603516
45159,Song Stuck In My Head When I Woke Up,SongStuckInMyHeadWhenIWokeUp,Song StuckInMyHeadWhenIWokeUp,55.51726150512695
32768,hire sweets of georgia,hiresweetsofgeorgia,hire sweets of georgia,55.544490814208984
56097,sad rake shaker 09,sadrakeshaker09,sadrakeshaker09,56.83661651611328
77153,DUMB friend thatz me,DUMBfriendthatzme,DUMB friend thatz me,57.23191833496094
72958,weathermen R never right,weathermenRneverright,weathermenR never right,59.800926208496094
47568,OHIO is 4 thrillaz,OHIOis4thrillaz,OHIO is 4 thrillaz,61.03235626220703
48949,never gonna mount ta nuthin,nevergonnamounttanuthin,never gonna mount ta nuthin,61.114898681640625
58854,i already sold my soul to plants vs zombies,ialreadysoldmysoultoplantsvszombies,i already sold my soul to plants vs zombies,63.61299514770508
45106,baby song song is all il know now,babysongsongisallilknownow,baby song song is all il know now,71.23460388183594
53091,let wells have spotify back on her computer,letwellshavespotifybackonhercomputer,let wells have spotify back on her computer,73.07441711425781
5032,still not ready for 100 degree weather but luv Phx,stillnotreadyfor100degreeweatherbutluvPhx,still not ready for 100 degree weather but luv Phx,79.65199279785156
41730,All Time Low Suck More Cock Than A Well Paid Whore,AllTimeLowSuckMoreCockThanAWellPaidWhore,All Time Low SuckMoreCockThanAWell PaidWhore,85.84834289550781
